,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
1,2018-07-01 02:05:54,0.075,7112000,0,533400,1,0.075,0.0,225,0.0,225.0
4,2018-07-01 02:46:33,0.0775,7094000,0,549785,1,0.0775,0.0,225,225.0,0.0
9,2018-07-01 05:40:53,0.1181,7125000,0,841463,1,0.1181,0.0,3665,225.0,3440.0
12,2018-07-01 05:57:11,0.6369,7121000,0,4535365,1,0.6369,0.0,8123,3665.0,4458.0
19,2018-07-01 09:12:09,0.6751,7180000,0,4847218,1,0.6751,0.0,23184,8123.0,15061.0
21,2018-07-01 09:22:00,0.012,7161000,0,85932,1,0.012,0.0,23064,23184.0,-120.0
26,2018-07-01 09:39:19,0.2,7121000,0,1424200,1,0.2,0.0,23601,23064.0,537.0
33,2018-07-01 09:49:19,0.6559,7133000,0,4678535,1,0.6559,0.0,27132,23601.0,3531.0
399,2018-07-02 17:08:58,0.1212,7068000,0,856642,1,0.1212,9e-07,83572,27132.0,56440.0
402,2018-07-02 17:43:13,0.0435,7058000,0,307023,1,0.0435,9e-07,83901,83572.0,329.0
418,2018-07-02 20:17:03,0.6243,7062000,0,4408807,1,0.6243,9e-07,116218,83901.0,32317.0
424,2018-07-02 22:05:21,0.1777,7064000,0,1255273,1,0.1777,9e-07,119224,116218.0,3006.0
429,2018-07-02 22:24:33,1.5212,7099000,0,10798999,1,1.5212,9e-07,147224,119224.0,28000.0
438,2018-07-02 22:30:56,2.334,7270000,0,16968180,1,2.334,9e-07,585740,147224.0,438516.0
440,2018-07-02 22:34:05,0.0062,7219000,0,44758,1,0.0062,9e-07,585672,585740.0,-68.0
444,2018-07-02 22:35:24,0.4119,7248000,0,2985451,1,0.4119,9e-07,596071,585672.0,10399.0
587,2018-07-03 01:36:58,0.8672,7212000,0,6254246,1,0.8672,4.4e-06,586512,596071.0,-9559.0
594,2018-07-03 01:52:24,1.3412,7239000,0,9708947,1,1.3412,4.4e-06,604106,586512.0,17594.0
597,2018-07-03 01:59:36,0.2709,7218000,0,1955356,1,0.2709,4.4e-06,600854,604106.0,-3252.0
620,2018-07-03 03:12:56,1.2891,7299000,0,9409141,1,1.2891,4.4e-06,720827,600854.0,119973.0
635,2018-07-03 03:28:34,0.7458,7305000,0,5448069,1,0.7458,4.4e-06,720386,720827.0,-441.0
640,2018-07-03 03:31:45,0.1376,7307000,0,1005443,1,0.1376,4.4e-06,719203,720386.0,-1183.0
642,2018-07-03 03:35:54,0.1277,7315000,0,934126,1,0.1277,4.4e-06,720608,719203.0,1405.0
654,2018-07-03 04:09:06,0.8158,7317000,0,5969209,1,0.8158,4.4e-06,723841,720608.0,3233.0
666,2018-07-03 04:19:51,0.0762,7333000,0,558775,1,0.0762,4.4e-06,738640,723841.0,14799.0
704,2018-07-03 04:43:21,0.0473,7300000,0,345290,1,0.0473,4.4e-06,713985,738640.0,-24655.0
706,2018-07-03 04:52:52,0.435,7298000,0,3174630,1,0.435,4.4e-06,713550,713985.0,-435.0
710,2018-07-03 05:19:40,0.0623,7291000,0,454229,1,0.0623,4.4e-06,713880,713550.0,330.0
762,2018-07-03 07:04:48,1.3092,7260000,0,9504792,1,1.3092,4.4e-06,597967,713880.0,-115913.0
775,2018-07-03 07:06:23,0.8068,7255000,0,5853334,1,0.8068,4.4e-06,545217,597967.0,-52750.0
781,2018-07-03 07:09:28,0.284,7255000,0,2060420,1,0.284,4.4e-06,541909,545217.0,-3308.0
787,2018-07-03 07:11:30,0.0717,7247000,0,519610,1,0.0717,4.4e-06,535254,541909.0,-6655.0
822,2018-07-03 07:28:42,0.9789,7239000,0,7086257,1,0.9789,4.4e-06,447395,535254.0,-87859.0
824,2018-07-03 07:31:13,0.1308,7242000,0,947254,1,0.1308,4.4e-06,447265,447395.0,-130.0
826,2018-07-03 07:32:16,0.1234,7246000,0,894156,1,0.1234,4.4e-06,447018,447265.0,-247.0
828,2018-07-03 07:37:00,0.0074,7246000,0,53620,1,0.0074,4.4e-06,446958,447018.0,-60.0
832,2018-07-03 07:39:05,0.1536,7242000,0,1112371,1,0.1536,4.4e-06,445003,446958.0,-1955.0
843,2018-07-03 07:41:22,1.8634,7237000,0,13485426,1,1.8634,4.4e-06,429759,445003.0,-15244.0
859,2018-07-03 07:46:52,1.149,7235000,0,8313015,1,1.149,4.4e-06,404480,429759.0,-25279.0
863,2018-07-03 07:48:31,0.1464,7238000,0,1059643,1,0.1464,4.4e-06,404132,404480.0,-348.0
866,2018-07-03 07:50:03,0.2913,7232000,0,2106682,1,0.2913,4.4e-06,402039,404132.0,-2093.0
869,2018-07-03 07:52:23,0.2438,7230000,0,1762674,1,0.2438,4.4e-06,397207,402039.0,-4832.0
880,2018-07-03 07:58:31,0.4074,7233000,0,2946724,1,0.4074,4.4e-06,388147,397207.0,-9060.0
882,2018-07-03 08:02:39,0.2384,7228000,0,1723155,1,0.2384,4.4e-06,384094,388147.0,-4053.0
886,2018-07-03 08:09:23,0.1268,7231000,0,916891,1,0.1268,4.4e-06,383537,384094.0,-557.0
888,2018-07-03 08:23:11,0.02,7224000,0,144480,1,0.02,4.4e-06,383437,383537.0,-100.0
907,2018-07-03 08:32:54,0.0652,7237000,0,471852,1,0.0652,4.4e-06,398880,383437.0,15443.0
913,2018-07-03 08:34:19,0.0828,7237000,0,599224,1,0.0828,8e-06,396124,398880.0,-2756.0
1816,2018-07-04 19:45:56,0.5297,7198000,0,3812781,1,0.5297,5.2e-06,563503,396124.0,167379.0
1818,2018-07-04 19:52:17,0.0538,7188000,0,386714,1,0.0538,5.2e-06,563825,563503.0,322.0
1822,2018-07-04 20:09:12,0.6056,7171000,0,4342758,1,0.6056,5.2e-06,560783,563825.0,-3042.0
1824,2018-07-04 20:10:46,0.0064,7177000,0,45933,1,0.0064,5.2e-06,560783,560783.0,0.0
1826,2018-07-04 20:28:19,0.0034,7188000,0,24439,1,0.0034,5.2e-06,560800,560783.0,17.0
1888,2018-07-04 22:25:24,0.6772,7368000,0,4989610,1,0.6772,6.26e-06,917200,560800.0,356400.0
1895,2018-07-04 22:35:55,0.4572,7355000,0,3362706,1,0.4572,6.26e-06,914939,917200.0,-2261.0
1905,2018-07-04 22:45:28,0.7842,7372000,0,5781122,1,0.7842,6.26e-06,942196,914939.0,27257.0
1908,2018-07-04 22:48:21,0.0866,7368000,0,638069,1,0.0866,6.26e-06,942023,942196.0,-173.0
1911,2018-07-04 22:50:00,0.0263,7362000,0,193621,1,0.0263,6.26e-06,941807,942023.0,-216.0
1922,2018-07-04 23:04:32,0.0767,7355000,0,564129,1,0.0767,6.26e-06,937239,941807.0,-4568.0
1934,2018-07-04 23:12:49,0.3125,7367000,0,2302188,1,0.3125,6.26e-06,964098,937239.0,26859.0
1936,2018-07-04 23:14:55,0.0905,7360000,0,666080,1,0.0905,6.26e-06,963645,964098.0,-453.0
1973,2018-07-05 01:20:05,3.1464,7345000,0,23110308,1,3.1464,6.26e-06,921003,963645.0,-42642.0
2759,2018-07-06 10:37:38,0.102,7310000,0,745620,1,0.102,3.93e-06,1231184,921003.0,310181.0
2762,2018-07-06 10:44:22,0.0534,7298000,0,389713,1,0.0534,3.93e-06,1231200,1231184.0,16.0
2766,2018-07-06 11:37:02,0.0923,7297000,0,673513,1,0.0923,3.93e-06,1230809,1231200.0,-391.0
2779,2018-07-06 12:00:00,1.0707,7309000,0,7825746,1,1.0707,3.93e-06,1242529,1230809.0,11720.0
3046,2018-07-07 01:10:01,0.3157,7386000,0,2331760,1,0.3157,8.7e-06,1298680,1242529.0,56151.0
3050,2018-07-07 01:19:20,0.0957,7375000,0,705788,1,0.0957,8.7e-06,1298102,1298680.0,-578.0
3054,2018-07-07 02:08:59,0.21,7382000,0,1550220,1,0.21,8.7e-06,1300245,1298102.0,2143.0
3056,2018-07-07 02:38:44,0.031,7389000,0,229059,1,0.031,8.7e-06,1300555,1300245.0,310.0
3233,2018-07-07 06:59:48,0.2124,7420000,0,1576008,1,0.2124,9e-07,1391896,1300555.0,91341.0
3237,2018-07-07 07:01:38,0.456,7440000,0,3392640,1,0.456,9e-07,1407266,1391896.0,15370.0
3248,2018-07-07 07:16:26,0.8266,7425000,0,6137505,1,0.8266,9e-07,1410591,1407266.0,3325.0
3253,2018-07-07 07:44:16,0.2089,7416000,0,1549202,1,0.2089,9e-07,1419449,1410591.0,8858.0
3257,2018-07-07 08:10:13,0.0344,7446000,0,256142,1,0.0344,9e-07,1420254,1419449.0,805.0
3283,2018-07-07 08:18:01,0.5489,7457000,0,4093147,1,0.5489,9e-07,1469442,1420254.0,49188.0
3295,2018-07-07 08:30:02,0.066,7460000,0,492360,1,0.066,9e-07,1490005,1469442.0,20563.0
3300,2018-07-07 08:36:25,0.35700000000000004,7470000,0,2666790,1,0.35700000000000004,9e-07,1490836,1490005.0,831.0
3306,2018-07-07 08:48:53,0.0178,7480000,0,133144,1,0.0178,9e-07,1490858,1490836.0,22.0
3319,2018-07-07 09:29:29,0.6072,7450000,0,4523640,1,0.6072,9e-07,1487935,1490858.0,-2923.0
3324,2018-07-07 09:44:44,0.5174,7440000,0,3849456,1,0.5174,9e-07,1489858,1487935.0,1923.0
3326,2018-07-07 10:14:10,2.2785,7429000,0,16926977,1,2.2785,9e-07,1485301,1489858.0,-4557.0
3337,2018-07-07 10:35:41,0.0224,7413000,0,166051,1,0.0224,9e-07,1484600,1485301.0,-701.0
3350,2018-07-07 10:58:49,0.2997,7407000,0,2219878,1,0.2997,9e-07,1484031,1484600.0,-569.0
3356,2018-07-07 11:07:57,0.51,7425000,0,3786750,1,0.51,9e-07,1485538,1484031.0,1507.0
3360,2018-07-07 11:08:46,0.0021,7424000,0,15590,1,0.0021,9e-07,1485325,1485538.0,-213.0
3364,2018-07-07 11:18:12,0.0492,7434000,0,365753,1,0.0492,9e-07,1485552,1485325.0,227.0
3379,2018-07-07 11:47:34,0.04709624,7442000,0,350490,1,0.04709624,9e-07,1493075,1485552.0,7523.0
3395,2018-07-07 12:40:10,0.0008,7436000,0,5949,1,0.0008,9e-07,1531503,1493075.0,38428.0
3506,2018-07-07 22:35:13,1.246,7371000,0,9184266,1,1.246,-2.4e-07,1416881,1531503.0,-114622.0
3525,2018-07-07 23:18:39,0.5286,7388000,0,3905297,1,0.5286,-2.4e-07,1448575,1416881.0,31694.0
3584,2018-07-08 07:41:14,2.2616,7397000,0,16729055,1,2.2616,-9.2e-06,1516786,1448575.0,68211.0
3592,2018-07-08 08:06:29,0.0286,7436000,0,212670,1,0.0286,-9.2e-06,1556752,1516786.0,39966.0
3611,2018-07-08 08:24:56,0.4159,7467000,0,3105525,1,0.4159,-9.2e-06,1580370,1556752.0,23618.0
3641,2018-07-08 08:26:30,3.5493,7550000,0,26797215,1,3.5493,-9.2e-06,1783948,1580370.0,203578.0
3644,2018-07-08 08:34:05,0.1046,7588000,0,793705,1,0.1046,-9.2e-06,1783636,1783948.0,-312.0
3646,2018-07-08 08:43:01,0.11699999999999999,7553000,0,883701,1,0.11699999999999999,-9.2e-06,1783402,1783636.0,-234.0
3648,2018-07-08 08:44:46,1.0109,7544000,0,7626230,1,1.0109,-9.2e-06,1779359,1783402.0,-4043.0
3650,2018-07-08 08:51:59,0.0059,7557000,0,44586,1,0.0059,-9.2e-06,1779317,1779359.0,-42.0
3654,2018-07-08 08:56:33,0.4853,7556000,0,3666927,1,0.4853,-9.2e-06,1781739,1779317.0,2422.0
3689,2018-07-08 10:03:52,0.2115,7531000,0,1592807,1,0.2115,-9.2e-06,1740848,1781739.0,-40891.0
3706,2018-07-08 10:36:17,0.0591,7520000,0,444432,1,0.0591,-9.2e-06,1730660,1740848.0,-10188.0
3727,2018-07-08 12:39:38,0.4,7500000,0,3000000,1,0.4,-9.2e-06,1697981,1730660.0,-32679.0
3732,2018-07-08 13:53:21,4.4085,7490000,0,33019665,1,4.4085,-9.2e-06,1707971,1697981.0,9990.0
3734,2018-07-08 14:04:17,0.3983,7490000,0,2983267,1,0.3983,-9.2e-06,1709564,1707971.0,1593.0
3740,2018-07-08 14:56:31,0.04,7499000,0,299960,1,0.04,-9.2e-06,1710256,1709564.0,692.0
3742,2018-07-08 16:31:15,0.2515,7504000,0,1887256,1,0.2515,-9.2e-06,1710256,1710256.0,0.0
3792,2018-07-08 19:07:07,0.447,7515000,0,3359205,1,0.447,4.6e-06,1735948,1710256.0,25692.0
3796,2018-07-08 19:32:09,2.5029,7513000,0,18804288,1,2.5029,4.6e-06,1719443,1735948.0,-16505.0
3813,2018-07-08 20:44:16,0.0765,7518000,0,575127,1,0.0765,3.64e-06,1736970,1719443.0,17527.0
3816,2018-07-08 20:58:44,0.0749,7521000,0,563323,1,0.0749,3.64e-06,1736820,1736970.0,-150.0
3819,2018-07-08 20:59:49,0.0041,7523000,0,30844,1,0.0041,3.64e-06,1736815,1736820.0,-5.0
3821,2018-07-08 21:00:52,0.031,7526000,0,233306,1,0.031,3.64e-06,1736815,1736815.0,0.0
3825,2018-07-08 21:13:51,1.0916,7533000,0,8223023,1,1.0916,3.64e-06,1736815,1736815.0,0.0
4544,2018-07-09 19:00:15,1.4282,7471000,0,10670082,1,1.4282,6.6e-06,1593833,1736815.0,-142982.0
4547,2018-07-09 19:30:28,0.0103,7477000,0,77013,1,0.0103,6.6e-06,1593778,1593833.0,-55.0
4552,2018-07-09 19:36:54,0.7854,7483000,0,5877148,1,0.7854,6.6e-06,1597403,1593778.0,3625.0
4561,2018-07-09 20:04:30,1.3993,7480000,0,10466764,1,1.3993,6.6e-06,1587285,1597403.0,-10118.0
4571,2018-07-09 20:16:34,0.5729,7483000,0,4287011,1,0.5729,6.6e-06,1584409,1587285.0,-2876.0
4573,2018-07-09 20:20:18,0.0021,7482000,0,15712,1,0.0021,6.6e-06,1584405,1584409.0,-4.0
4583,2018-07-09 20:39:20,0.5854,7495000,0,4387573,1,0.5854,6.6e-06,1576676,1584405.0,-7729.0
4599,2018-07-09 20:51:31,0.3714,7500000,0,2785500,1,0.3714,6.6e-06,1584796,1576676.0,8120.0
4613,2018-07-09 20:58:11,0.1226,7506000,0,920236,1,0.1226,6.6e-06,1595839,1584796.0,11043.0
4630,2018-07-09 21:11:54,1.265,7509000,0,9498885,1,1.265,6.6e-06,1584423,1595839.0,-11416.0
4665,2018-07-09 21:44:29,1.4535,7498000,0,10898343,1,1.4535,7.5e-06,1549375,1584423.0,-35048.0
4667,2018-07-09 21:48:34,0.078,7501000,0,585078,1,0.078,7.5e-06,1549453,1549375.0,78.0
4669,2018-07-09 21:51:40,0.0112,7503000,0,84034,1,0.0112,7.5e-06,1549442,1549453.0,-11.0
4672,2018-07-09 22:09:07,0.0514,7507000,0,385860,1,0.0514,7.5e-06,1549544,1549442.0,102.0
4682,2018-07-09 22:16:46,0.0363,7507000,0,272504,1,0.0363,7.5e-06,1548454,1549544.0,-1090.0
4688,2018-07-09 22:30:57,0.2556,7505000,0,1918278,1,0.2556,7.5e-06,1538543,1548454.0,-9911.0
4700,2018-07-09 22:34:14,0.1693,7508000,0,1271104,1,0.1693,7.5e-06,1537721,1538543.0,-822.0
4716,2018-07-09 23:04:16,1.8804,7506000,0,14114282,1,1.8804,7.5e-06,1525667,1537721.0,-12054.0
4720,2018-07-09 23:10:18,0.0697,7506000,0,523168,1,0.0697,7.5e-06,1526171,1525667.0,504.0
4728,2018-07-09 23:29:50,0.3342,7508000,0,2509174,1,0.3342,7.5e-06,1527712,1526171.0,1541.0
4731,2018-07-09 23:52:42,0.22,7509000,0,1651980,1,0.22,7.5e-06,1528372,1527712.0,660.0
4748,2018-07-09 23:57:10,0.8177,7514000,0,6144198,1,0.8177,7.5e-06,1528183,1528372.0,-189.0
4758,2018-07-10 00:05:13,2.5297,7515000,0,19010696,1,2.5297,7.5e-06,1531859,1528183.0,3676.0
4770,2018-07-10 00:15:30,0.2619,7511000,0,1967131,1,0.2619,7.5e-06,1516474,1531859.0,-15385.0
4775,2018-07-10 00:28:14,1.3778,7520000,0,10361056,1,1.3778,7.5e-06,1514700,1516474.0,-1774.0
4777,2018-07-10 00:35:38,0.2649,7510000,0,1989399,1,0.2649,7.5e-06,1513640,1514700.0,-1060.0
4780,2018-07-10 00:46:00,0.2484,7510000,0,1865484,1,0.2484,7.5e-06,1514616,1513640.0,976.0
4814,2018-07-10 01:32:41,4.3938,7495000,0,32931531,1,4.3938,7.5e-06,1507654,1514616.0,-6962.0
4829,2018-07-10 01:42:33,0.0925,7507000,0,694398,1,0.0925,7.5e-06,1511065,1507654.0,3411.0
4831,2018-07-10 01:55:18,0.7895,7505000,0,5925198,1,0.7895,7.5e-06,1513434,1511065.0,2369.0
4835,2018-07-10 02:15:37,0.0409,7506000,0,306995,1,0.0409,7.5e-06,1513556,1513434.0,122.0
4838,2018-07-10 02:28:40,0.0356,7520000,0,267712,1,0.0356,7.5e-06,1513591,1513556.0,35.0
5146,2018-07-10 10:12:00,0.2766,7493000,0,2072564,1,0.2766,-8.7e-06,1602440,1513591.0,88849.0
5157,2018-07-10 10:22:27,0.0216,7489000,0,161762,1,0.0216,-8.7e-06,1601208,1602440.0,-1232.0
5166,2018-07-10 10:36:26,0.1576,7494000,0,1181054,1,0.1576,-9.6e-06,1601304,1601208.0,96.0
5169,2018-07-10 10:45:18,0.3052,7495000,0,2287474,1,0.3052,-9.6e-06,1602254,1601304.0,950.0
5470,2018-07-10 19:08:18,1.5957,7280000,0,11616696,1,1.5957,8.2e-06,823451,1602254.0,-778803.0
7315,2018-07-13 14:40:09,0.2802,7085000,0,1985217,1,0.2802,-7.9e-06,151323,823451.0,-672128.0
9381,2018-07-16 22:17:11,0.992,7355000,0,7296160,1,0.992,-7.7e-06,431256,151323.0,279933.0
9389,2018-07-16 22:25:03,4.988,7368000,0,36751584,1,4.988,-7.7e-06,459589,431256.0,28333.0
9399,2018-07-16 22:32:18,2.5083,7360000,0,18461088,1,2.5083,-7.7e-06,450074,459589.0,-9515.0
9420,2018-07-16 22:37:14,0.5238,7349000,0,3849406,1,0.5238,-7.7e-06,397792,450074.0,-52282.0
9443,2018-07-16 23:40:58,0.2505,7377000,0,1847939,1,0.2505,-9.6e-06,499864,397792.0,102072.0
9453,2018-07-16 23:55:40,1.1311,7375000,0,8341863,1,1.1311,-9.6e-06,493203,499864.0,-6661.0
9455,2018-07-16 23:56:53,0.03,7380000,0,221400,1,0.03,-9.6e-06,493263,493203.0,60.0
9460,2018-07-16 23:58:55,0.1091,7384000,0,805594,1,0.1091,4.7e-06,493806,493263.0,543.0
9464,2018-07-17 00:00:03,0.3153,7385000,0,2328491,1,0.3153,4.7e-06,494122,493806.0,316.0
9466,2018-07-17 00:00:49,0.0139,7387000,0,102679,1,0.0139,4.7e-06,494149,494122.0,27.0
